g band,r band,average stellar age [Gyr]
-23.199565887451172,-23.21730613708496,11.454908041454955
-20.174808502197266,-20.16986083984375,11.391089108233599
-23.63703155517578,-23.728418350219727,11.754477536849587
-23.50125503540039,-23.62200355529785,11.817665584356163
-23.498394012451172,-23.539060592651367,11.669330904134009
-23.164527893066406,-23.182668685913086,11.569401869482393
-22.884992599487305,-22.931640625,11.80098848953815
-20.18171501159668,-20.272186279296875,11.869723897402771
-22.059499740600586,-22.031578063964844,11.427278621707165
-22.36348533630371,-22.372560501098633,11.559241109116346
-21.573606491088867,-21.597911834716797,11.631688545324854
-21.925783157348633,-21.958925247192383,11.65978986676443
-21.133249282836914,-21.1865291595459,11.611636391106913
-21.51336097717285,-21.50933265686035,11.502361296812982
-20.5954532623291,-20.554773330688477,11.773474399794589
-22.035051345825195,-22.05567169189453,11.571110955172939
-19.82608413696289,-19.816524505615234,11.555312117775893
-23.772510528564453,-23.734275817871094,11.411666117386956
-23.193706512451172,-23.20719337463379,11.501543946301306
-20.650432586669922,-20.65949058532715,11.55948667661627
-22.888473510742188,-22.989492416381836,11.642918706864565
-20.926986694335938,-20.974227905273438,11.757954534832006
-23.695205688476562,-23.734054565429688,11.508465903861255
-23.61194610595703,-23.610729217529297,11.566101503337913
-21.78895378112793,-21.81270408630371,11.420005241441931
-22.766429901123047,-22.837797164916992,11.70897560187901
-19.898151397705078,-19.932214736938477,11.502612620803488
-20.855724334716797,-20.825122833251953,11.573002036071475
-22.90752601623535,-22.93457794189453,11.52014474962977
-21.420400619506836,-21.392240524291992,11.371866433826751
-21.90544891357422,-21.839672088623047,11.379877571623235
-20.305612564086914,-20.290922164916992,11.422865159707529
-20.294776916503906,-20.271900177001953,11.427019352766594
-22.95745277404785,-23.042654037475586,11.441696494297956
-19.663127899169922,-19.809946060180664,11.679179479251594
-23.17831039428711,-23.21533203125,11.80990777662642
-23.13150405883789,-23.150678634643555,11.583283942085213
-22.24308967590332,-22.27018928527832,11.517648190369403
-21.46072769165039,-21.459714889526367,11.401857783565864
-23.00139617919922,-23.009353637695312,11.42383916251399
-20.59197998046875,-20.61520767211914,11.368349453110536
-23.326337814331055,-23.30155372619629,11.539280282276414
-22.114513397216797,-22.132610321044922,11.479625075429569
-21.832815170288086,-21.861003875732422,11.632638989443134
-23.082931518554688,-23.126047134399414,11.635250378786855
-23.13363265991211,-23.290239334106445,11.891643124405483
-22.94352912902832,-23.004060745239258,11.519396376599126
-22.876819610595703,-22.945526123046875,11.746886473369534
-22.43492317199707,-22.525020599365234,11.771137117695696
-20.701385498046875,-20.7061767578125,11.496823432982053
-22.779598236083984,-22.87462043762207,11.757282025524535
-21.1951904296875,-21.17584991455078,11.53952766897623
-22.38532829284668,-22.45804786682129,11.64058251315866
-21.406923294067383,-21.492013931274414,11.759970901836455
-22.104713439941406,-22.111345291137695,11.650148158974488
-23.114028930664062,-23.235061645507812,11.904703479359224
-23.709468841552734,-23.65329933166504,11.378290496293488
-23.330991744995117,-23.336549758911133,11.538537682719241
-20.526498794555664,-20.48407554626465,11.590919811519338
-23.470632553100586,-23.50477409362793,11.723378388884509
-23.072795867919922,-23.08675193786621,11.559179813601132
-22.37354278564453,-22.715391159057617,12.302301995397105
-22.060739517211914,-22.018171310424805,11.455645160262108
-20.190933227539062,-20.186670303344727,11.656737362198761
-20.162260055541992,-20.16722869873047,11.676386756326279
-22.84794807434082,-22.984432220458984,11.845069495439745
-22.93491554260254,-23.01777458190918,11.648438824326036
-22.788923263549805,-22.809537887573242,11.600820052767745
-21.197410583496094,-21.183910369873047,11.627883011572544
-21.468189239501953,-21.47385025024414,11.585953554364641
-21.564788818359375,-21.59796905517578,11.611636391106913
-22.896028518676758,-22.903934478759766,11.492283202626295
-23.010961532592773,-22.963788986206055,11.412188008889663
-22.508638381958008,-22.615251541137695,11.722922690716944
-21.472761154174805,-21.497249603271484,11.589467222698627
-21.538650512695312,-21.550052642822266,11.608396976614713
-20.346776962280273,-20.34383201599121,11.662369487404227
-19.710886001586914,-19.77553367614746,11.887883210691971
-19.82480812072754,-19.86500358581543,11.889458892146061
-21.870590209960938,-21.918428421020508,11.572941242029396
-22.045862197875977,-22.07915687561035,11.561203474404467
-22.595935821533203,-22.56525230407715,11.5018582312316
-22.02269744873047,-22.019540786743164,11.441632288450705
-20.16386604309082,-20.209186553955078,11.453336640360684
-22.85981559753418,-22.836299896240234,11.508513064535778
-22.56635093688965,-22.605880737304688,11.645075279667822
-19.659509658813477,-19.708377838134766,11.734513570954704
-21.736080169677734,-21.693166732788086,11.436340290377922
-20.71198081970215,-20.683521270751953,11.325354408996802
-23.405786514282227,-23.383169174194336,11.745435527152605
-22.57233428955078,-22.61618995666504,11.614182637334633
-22.829544067382812,-22.939064025878906,11.81239920101719
-23.198564529418945,-23.207298278808594,11.76659416691211
-22.11106300354004,-22.073904037475586,11.49795729275969
-21.316387176513672,-21.286849975585938,11.416620757887824
-21.552160263061523,-21.50865936279297,11.635962149322244
-22.460535049438477,-22.759769439697266,12.025300448353624
-22.757986068725586,-22.833070755004883,11.725541780709861
-22.77269172668457,-22.766206741333008,11.524133803378126
-22.732187271118164,-22.73872184753418,11.604190669372294
-20.277734756469727,-20.35960578918457,11.774141882512172
-22.815954208374023,-22.8199405670166,11.558796412556305
-22.780122756958008,-22.835073471069336,11.804936223758194
-21.8486270904541,-21.856098175048828,11.648261966775776
-22.115318298339844,-22.07390785217285,11.517648190369403
-21.61774444580078,-21.595741271972656,11.293413845215369
-20.99009132385254,-20.991025924682617,11.530601822322865
-21.436189651489258,-21.400541305541992,11.455773347916253
-20.577959060668945,-20.551677703857422,11.63691068165659
-21.69437026977539,-21.722932815551758,11.670615548927907
-22.432762145996094,-22.491201400756836,11.64401202991161
-22.621671676635742,-22.681562423706055,11.739465880520129
-20.29546546936035,-20.360017776489258,11.69724493242657
-22.836030960083008,-22.892688751220703,11.755375396030907
-22.088865280151367,-22.118234634399414,11.605393215195525
-19.62024688720703,-19.663740158081055,11.721098642481472
-22.0769100189209,-22.085920333862305,11.6679871723845
-21.51942253112793,-21.433530807495117,11.527619006693929
-22.95294189453125,-23.011829376220703,11.588740821937591
-23.04854393005371,-23.114999771118164,11.773696964568645
-22.221054077148438,-22.23456382751465,11.607556256302125
-22.01165008544922,-22.057573318481445,11.534572932699405
-21.056119918823242,-21.111024856567383,11.434271791405482
-22.250141143798828,-22.28727912902832,11.672424348857126
-21.727197647094727,-21.784982681274414,11.743560383348996
-21.7925968170166,-21.74317741394043,11.490009738830839
-22.84759521484375,-22.86077117919922,11.41649035868933
-22.682096481323242,-22.71538734436035,11.638806601318189
-22.977235794067383,-23.020679473876953,11.583891021326142
-22.209447860717773,-22.208885192871094,11.526125989167397
-19.955232620239258,-19.96390724182129,11.660904306276176
-22.909038543701172,-23.00120735168457,11.614871084597901
-22.702817916870117,-22.737045288085938,11.574160536162992
-21.5191707611084,-21.515594482421875,11.455901533519521
-21.78748893737793,-21.787067413330078,11.489503910074273
-23.008344650268555,-23.03702163696289,11.478165066304733
-23.07976722717285,-23.086872100830078,11.532340023401984
-22.61329460144043,-22.609336853027344,11.684754133681748
-22.425771713256836,-22.470558166503906,11.586074541706983
-21.011423110961914,-21.016368865966797,11.601060959148997
-21.95806884765625,-21.924896240234375,11.444080468318926
-22.08026695251465,-22.128915786743164,11.656502337234883
-20.80453109741211,-20.838674545288086,11.65626730456128
-22.39155387878418,-22.668502807617188,12.117254141639956
-22.748567581176758,-22.766239166259766,11.530787964988741
-22.947092056274414,-22.978015899658203,11.68597171343222
-22.23210334777832,-22.265003204345703,11.508889160689689
-22.992259979248047,-23.035472869873047,11.529732182477144
-22.67073631286621,-22.725963592529297,11.579760741432981
-22.34093475341797,-22.362014770507812,11.609837323357855
-22.4415283203125,-22.493206024169922,11.605814001725792
-22.48778533935547,-22.491130828857422,11.528240750608154
-21.95046615600586,-21.91013526916504,11.409315603262709
-20.286592483520508,-20.253204345703125,11.631688545324854
-22.14519691467285,-22.110355377197266,11.406701318725831
-22.856975555419922,-22.887542724609375,11.800494620385669
-22.065034866333008,-22.106403350830078,11.709434322338483
-21.265872955322266,-21.224802017211914,11.39332561473743
-22.733055114746094,-22.765378952026367,11.434271791405482
-21.795923233032227,-21.798200607299805,11.53952766897623
-22.48827362060547,-22.53163719177246,11.636258699755343
-21.616249084472656,-21.576702117919922,11.541753789320612
-22.697509765625,-22.688854217529297,11.39962916011201
-19.97627830505371,-19.958654403686523,11.510142290348721
-21.09368133544922,-21.072296142578125,11.58558941341255
-20.817415237426758,-20.808717727661133,11.57196535238245
-22.545597076416016,-22.516231536865234,11.522389434245037
-21.208377838134766,-21.195600509643555,11.555312117775891
-21.123882293701172,-21.12761688232422,11.561816243254379
-22.08340835571289,-22.1373348236084,11.73315317248214
-19.36810302734375,-19.435165405273438,11.834085236413246
-22.724300384521484,-22.693578720092773,11.423319602901179
-22.32756805419922,-22.338773727416992,11.485582634622052
-22.74654197692871,-22.743282318115234,11.690661437361467
-21.74030113220215,-21.754440307617188,11.500726510288182
-20.988744735717773,-21.04088020324707,11.650737384161268
-22.89615821838379,-22.954837799072266,11.70897560187901
-22.34434700012207,-22.36208152770996,11.55223772050197
-20.40715980529785,-20.424880981445312,11.700701782746721
-21.43552017211914,-21.4521427154541,11.575653112720417
-20.408851623535156,-20.420711517333984,11.730202809830754
-21.854780197143555,-21.8847713470459,11.586074541706983
-22.155519485473633,-22.233089447021484,11.769800349598585
-22.552080154418945,-22.585115432739258,11.55334470945298
-22.36239242553711,-22.401708602905273,11.688925762029971
-22.598079681396484,-22.567197799682617,11.595512882515619
-22.12504768371582,-22.13153648376465,11.565611960483231
-21.449386596679688,-21.451147079467773,11.649205221107799
-20.122079849243164,-20.128253936767578,11.673590433519399
-21.389848709106445,-21.419513702392578,11.685218089758429
-20.69614601135254,-20.69755744934082,11.635962149322246
-22.843158721923828,-22.891014099121094,11.710580704256289
-22.416757583618164,-22.452730178833008,11.65661985068057
-21.806352615356445,-21.806793212890625,11.441503082543871
-19.921865463256836,-19.937841415405273,11.657794301278754
-22.297658920288086,-22.38658905029297,11.703923087149683
-20.816261291503906,-20.869731903076172,11.723834056930082
-19.975360870361328,-20.012432098388672,11.727020791563444
-21.850759506225586,-21.82848358154297,11.544965805097057
-20.600570678710938,-20.63005256652832,11.703808079841226
-19.666568756103516,-19.674707412719727,11.588983093024884
-21.952125549316406,-21.937744140625,11.439052138630739
-22.19075584411621,-22.196372985839844,11.574160536162992
-20.951725006103516,-20.963083267211914,11.684754133681748
-22.180072784423828,-22.17670440673828,11.442663483563452
-22.27362823486328,-22.23759651184082,11.33398501818294
-21.33873748779297,-21.351049423217773,11.752343622657923
-22.004135131835938,-22.023252487182617,11.553775270111842
-22.090238571166992,-22.05023193359375,11.367419687699956
-22.17755889892578,-22.232460021972656,11.690892841134575
-22.205001831054688,-22.24750328063965,11.558013933073063
-21.468997955322266,-21.498079299926758,11.590556690906539
-22.176807403564453,-22.19292449951172,11.481908240135311
-22.102338790893555,-22.13113784790039,11.661607576818245
-22.420032501220703,-22.430940628051758,11.574160536162992
-22.240007400512695,-22.208616256713867,11.422345538035914
-22.469743728637695,-22.528553009033203,11.707369363744164
-21.850427627563477,-21.83759880065918,11.300344968550228
-20.665019989013672,-20.61187744140625,11.203971502264093
-20.083351135253906,-20.05686378479004,11.226370942382214
-22.1782169342041,-22.17677116394043,11.60130185768113
-22.556982040405273,-22.60991859436035,11.81455385297771
-22.316673278808594,-22.34780502319336,11.643465485586283
-20.412500381469727,-20.446836471557617,11.795933354250362
-21.6486759185791,-21.607845306396484,11.463579822917701
-22.634855270385742,-22.71459197998047,11.845935046405199
-21.82408332824707,-21.78243637084961,11.496571529320395
-22.229820251464844,-22.33243179321289,11.751486600105979
-21.436105728149414,-21.447940826416016,11.56879088631813
-20.334882736206055,-20.36949348449707,11.738815527957343
-21.638498306274414,-21.68634796142578,11.592220135473747
-22.169403076171875,-22.214258193969727,11.620132770124435
-19.945159912109375,-19.990310668945312,11.774253060026425
-21.483020782470703,-21.48655128479004,11.582433948234081
-22.003267288208008,-22.035400390625,11.657383448468977
-19.61121940612793,-19.65062141418457,11.824777047520007
-20.678396224975586,-20.691299438476562,11.553590858735358
-21.658727645874023,-21.646129608154297,11.527619006693929
-19.764183044433594,-19.83416175842285,11.841199504537999
-21.218141555786133,-21.202301025390625,11.553098942923627
-22.11640167236328,-22.13053321838379,11.543236726980313
-22.362823486328125,-22.35671615600586,11.425721692832566
-21.84296989440918,-21.867652893066406,11.707598876368458
-21.182592391967773,-21.20553970336914,11.705991555124356
-20.8056640625,-20.817760467529297,11.682433127551347
-21.405288696289062,-21.405668258666992,11.580247027081594
-20.544382095336914,-20.478652954101562,11.53109871523004
-22.183372497558594,-22.192378997802734,11.493671299016848
-20.260299682617188,-20.234098434448242,11.43685703516142
-21.837074279785156,-21.8373966217041,11.549158951317654
-21.29783058166504,-21.29144287109375,11.608757089724627
-22.20525360107422,-22.19121551513672,11.46874882830911
-22.405696868896484,-22.4149112701416,11.490009738830839
-22.152816772460938,-22.2242488861084,11.750910376820599
-22.126789093017578,-22.235803604125977,11.78180065892504
-22.285768508911133,-22.289602279663086,11.583041096569055
-20.96419906616211,-20.935131072998047,11.63026216267337
-21.847963333129883,-21.864864349365234,11.450768947511637
-21.6748104095459,-21.723190307617188,11.674464631067915
-22.19770622253418,-22.235483169555664,11.574404059523555
-21.64967155456543,-21.661645889282227,11.590193552564232
-19.577295303344727,-19.622129440307617,11.701162196858231
-21.609342575073242,-21.619503021240234,11.527619006693929
-20.28067970275879,-20.301549911499023,11.595995809873596
-21.67133331298828,-21.70658302307129,11.633470260295514
-20.7480411529541,-20.733840942382812,11.800769101510745
-20.15692138671875,-20.145421981811523,11.47454287630697
-21.122753143310547,-21.108991622924805,11.493545297558548
-20.152462005615234,-20.14266586303711,11.473779475747333
-21.211782455444336,-21.216665267944336,11.560222550574952
-22.12971305847168,-22.1715030670166,11.640464158344633
-21.531110763549805,-21.529483795166016,11.598168011126068
-20.694923400878906,-20.69174575805664,11.578787685921949
-20.38018226623535,-20.443483352661133,11.728328251577116
-21.916414260864258,-21.986806869506836,11.752343622657923
-21.5784912109375,-21.583749771118164,11.526623563120813
-21.945606231689453,-21.94963836669922,11.583041096569055
-21.817174911499023,-21.816640853881836,11.526125989167397
-22.222684860229492,-22.317760467529297,11.915016181715412
-22.18256378173828,-22.375455856323242,12.101679959501077
-21.723617553710938,-21.695785522460938,11.512647158371477
-19.915071487426758,-19.92321014404297,11.574404059523555
-21.605648040771484,-21.590328216552734,11.608757089724627
-21.683141708374023,-21.703874588012695,11.404738766047215
